509,973,413,1079,435,754,658,1145,544,962
1072,675,912,692,572,691,812,1090,612,741
641,802,356,556,344,386,415,649,383,362
485,461,456,460,455,442,400,434,471,425
1668,1892,1991,1807,1854,1821,1735,1965,1975,1969
2137,1727,2390,1946,1889,2175,1841,1963,1843,2017
1842,2075,2044,1981,2138,2031,2330,2269,2149,1835
