93,50,38,21,42,62,42,64,59,17
15,46,61,71,37,38,56,46,49,35
161,161,183,129,175,133,125,149,170,155
3514,3523,3536,3551,3534,3498,3548,3518,3496,3519
2167,2281,2149,2128,2248,2158,2135,2176,2226,2156
2055,2005,2053,1969,2013,1982,2073,2010,2046,2043
2037,1961,2032,2069,2019,1959,2116,1957,1994,1988
