389,452,689,312,1032,428,336,935,926,728
738,392,1197,501,857,394,621,891,228,203
841,199,420,129,539,1342,961,200,402,408
490,467,400,475,486,450,454,461,476,449
1902,1848,1661,1665,1790,1600,1707,1871,1908,1413
2125,2007,2050,2008,2130,1792,1829,2082,2220,2145
1948,2109,1994,2062,1962,2123,2137,2195,1755,2162
