61,26,30,85,36,48,48,55,66,24
47,55,68,55,31,48,110,70,22,48
29,61,74,26,35,41,99,64,86,46
3551,3477,3523,3505,3494,3547,3525,3557,3500,3501
2311,2348,2320,2284,2338,2316,2272,2333,2339,2327
1987,1982,2029,1979,1924,2023,2064,2037,2042,2065
2008,1907,1996,2045,2083,1967,1949,1975,1970,1966
