635,635,986,1109,874,698,490,504,983,635
769,372,924,481,709,972,514,741,1015,482
725,700,474,324,178,428,836,769,467,300
491,483,469,455,500,393,497,475,482,507
2075,2053,2008,2133,1742,1945,1913,1939,1603,1722
2138,1992,1743,1843,2148,2121,2056,1901,1898,1919
2071,2095,2030,2060,2037,2393,2152,2255,1758,2047
